품목코드,품종,품목,규격,단위, 개당단가 , 구입연도 ,구입일자,수량,구입가격,발주일자,입고일자,리드타임
AR-AHL-00001,보일러·연소기 ,기름보일러,STH-50S 겸용 50000Kcal/h,대," 1,270,000 ",2022,2022-02-15,5," 6,350,000 ",2022-01-23,2022-02-23,31
AS-AHM-00001,냉난방기기,가스온풍기,RHF-1004F,대," 1,105,000 ",2022,2022-09-09,10," 11,050,000 ",2022-09-07,2022-09-22,15
AS-AHN-00001,냉난방기기,시스템에어컨디셔너,실외기 수냉식 Multiv 18HP,대," 15,028,200 ",2022,2022-05-25,0, - ,2022-05-01,2022-10-14,166
AI-AEB-00001,보온.보냉재,미네랄울파이프카바,"40mm, 1½"", 40T",m," 5,220 ",2022,2022-11-06,22," 114,840 ",2022-10-13,2023-02-14,124
AJ-AEC-00001,"전기통신
및
소방설비",HIV전선,단선2.5 SQ,m, 337 ,2022,2022-05-26,33," 11,121 ",2022-05-19,2022-10-29,163
AJ-AED-00001,"전기통신
및
소방설비",OW전선,연선 14㎟,m," 2,300 ",2022,2022-02-20,50," 115,000 ",2022-02-10,2022-04-25,74
AJ-AEE-00001,"전기통신
및
소방설비",F-CV전선,1C 2.5SQ(0.6/1KV),m, 755 ,2022,2022-10-06,15," 11,325 ",2022-09-25,2023-03-12,168
AJ-AEF-00001,"전기통신
및
소방설비",고주파동축케이블,"ECX 5C-2V, 1×0.8㎜(소선수X소선경), 75Ω  -KSC 3610-",m, 910 ,2022,2022-06-17,46," 41,860 ",2022-05-30,2022-08-13,75
AJ-AEG-00001,"전기통신
및
소방설비",CPEV전화케이블,"0.5㎜, 200P",m," 21,320 ",2022,2022-11-10,30," 639,600 ",2022-10-27,2023-02-28,124
AJ-AEH-00001,"전기통신
및
소방설비",LAN(UTP)케이블,"UTP CAT.5E/CM(U/UTP),  24AWG×4PR",m, 790 ,2022,2022-11-24,46," 36,340 ",2022-11-02,2023-03-28,146
AJ-AEI-00001,"전기통신
및
소방설비",에나멜동선,PEW/UEW 0.14㎜,kg," 16,650 ",2022,2022-10-18,10," 166,500 ",2022-10-18,2023-01-24,98
AJ-AEJ-00001,"전기통신
및
소방설비",강제전선관,"KSC 8401,16mm,21.0×2.30mm,1.06kg/m",m," 3,300 ",2022,2022-08-19,20," 66,000 ",2022-07-27,2022-12-06,132
AJ-AHO-00001,"전기통신
및
소방설비",FC통신관,50mm(1본=60m),본," 21,500 ",2022,2022-06-11,37," 795,500 ",2022-06-10,2022-06-24,14
AJ-AEL-00001,"전기통신
및
소방설비",몰드변압기,"100KVA (22.9Kv/480Kv 이하), 3상 표준소비효율",대," 14,600,000 ",2022,2022-02-20,9," 131,400,000 ",2022-02-02,2022-07-02,150
AJ-AEM-00001,"전기통신
및
소방설비",배선용차단기(MCCB),"TD 100N, 정격전압:460V, 50kv, 정격전류:16~100, 극수3P, 열동전자식(고정형)",대," 133,700 ",2022,2022-11-10,6," 802,200 ",2022-11-04,2023-02-06,94
AJ-AEN-00001,"전기통신
및
소방설비",전자개폐기,"표준형 CMS-50, 11KW/220V, 22KW/460V, 2소자",대," 82,857 ",2022,2022-05-14,40," 3,314,280 ",2022-05-04,2022-08-10,98
AJ-AEO-00001,"전기통신
및
소방설비",형광램프,"FL 20S-EX-D, 20W, 삼파장(번개표)",EA," 1,900 ",2022,2022-08-07,15," 28,500 ",2022-07-25,2022-11-26,124
AJ-AEP-00001,"전기통신
및
소방설비",축전지,"자동차용축전지, BX 80 L/R, (12V,80AH)",EA," 115,000 ",2022,2022-04-07,3," 345,000 ",2022-04-05,2022-09-29,177
AJ-AEQ-00001,"전기통신
및
소방설비",ABC소화기,"1.5kg(빌딩,공장용,대종규격)",대," 21,000 ",2022,2022-05-02,42," 882,000 ",2022-04-12,2022-09-10,151
AK-AHP-00001,기계공구,수중모터펌프,심정용 SP-1027,대," 2,140,000 ",2022,2022-02-25,32," 68,480,000 ",2022-02-16,2022-04-17,60
AK-AES-00001,기계공구,교류아크용접기,HAWL-130 10KVA 5KW 130A,대," 196,000 ",2022,2022-11-25,47," 9,212,000 ",2022-11-03,2023-02-16,105
AK-AET-00001,기계공구,용접봉,연강용 4.0mm(KSE-4301),kg," 3,666 ",2022,2022-09-04,0, - ,2022-08-11,2022-10-31,81
AK-AEU-00001,기계공구,전기드릴,PD-10C,대," 90,000 ",2022,2022-04-25,29," 2,610,000 ",2022-03-26,2022-04-28,33
AK-AEV-00001,기계공구,핸드그라인더,PG-6,대," 176,000 ",2022,2022-06-12,25," 4,400,000 ",2022-06-04,2022-06-17,13
AK-AEW-00001,기계공구,단열볼베어링,ZZ 6010(국산),EA," 8,549 ",2022,2022-11-06,0, - ,2022-10-26,2023-02-03,100
AK-AEX-00001,기계공구,유도전동기,저압모터 0.75KW 4P 삼상전폐(프리미엄효율),대," 502,000 ",2022,2022-04-06,17," 8,534,000 ",2022-03-25,2022-07-13,110
AL-AEY-00001,석유화학제품,나프타,공업용,ℓ,586,2022,2022-05-15,21," 12,306 ",2022-05-15,2022-09-29,137
AL-AEZ-00001,석유화학제품,에틸렌,99.8%이상,Ton," 1,125,000 ",2022,2022-07-23,11," 12,375,000 ",2022-07-17,2022-12-19,155
AL-AFA-00001,석유화학제품,프로필렌,96%화학용,Ton," 1,118,000 ",2022,2022-06-26,27," 30,186,000 ",2022-06-01,2022-08-02,62
AL-AFB-00001,석유화학제품,부타디엔,1.3 부타디엔,Ton," 1,000,000 ",2022,2022-05-21,1," 1,000,000 ",2022-05-14,2022-11-05,175
AL-AFC-00001,석유화학제품,벤젠,99.9% 용제용,Ton," 987,000 ",2022,2022-07-04,6," 5,922,000 ",2022-06-08,2022-12-01,176
AL-AFD-00001,석유화학제품,톨루엔,99%,Ton," 1,013,000 ",2022,2022-12-10,30," 30,390,000 ",2022-12-06,2023-01-13,38
AL-AHU-00001,석유화학제품,자일렌,(P-X)Para-Xylean,Ton," 1,099,000 ",2022,2022-09-19,16," 17,584,000 ",2022-09-19,2023-03-07,169
AL-AHV-00001,석유화학제품,카프로락탐,박편 99.9%,Ton," 2,190,000 ",2022,2022-05-15,1," 2,190,000 ",2022-05-02,2022-09-21,142
AL-AFG-00001,석유화학제품,테레프탈산,"4CBA, 25PPM이하",Ton," 1,035,000 ",2022,2022-01-09,39," 40,365,000 ",2022-01-04,2022-05-19,135
AL-AFH-00001,석유화학제품,에틸렌그리콜,MEG 99.9%,Ton," 1,100,000 ",2022,2022-08-27,48," 52,800,000 ",2022-08-07,2022-12-26,141
AL-AFK-00001,석유화학제품,PS,GPPS,Ton," 2,450,000 ",2022,2022-03-24,46," 112,700,000 ",2022-02-26,2022-03-03,5
AL-AFL-00001,석유화학제품,ABS,일반용 ,Ton," 2,800,000 ",2022,2022-05-21,16," 44,800,000 ",2022-05-06,2022-09-06,123
AL-AFM-00001,석유화학제품,PP,일반용 ,Ton," 1,750,000 ",2022,2022-08-14,20," 35,000,000 ",2022-07-22,2022-12-13,144
AL-AHW-00001,석유화학제품,SAN레진,SAN,Ton," 2,650,000 ",2022,2022-08-23,39," 103,350,000 ",2022-08-08,2022-08-11,3
AL-AFP-00001,석유화학제품,페놀,합성99% ,Ton," 1,700,000 ",2022,2022-09-06,8," 13,600,000 ",2022-09-03,2022-12-25,113
AL-AFO-00001,석유화학제품,페놀수지,"KC-4300, 함침용",kg," 2,800 ",2022,2022-02-09,36," 100,800 ",2022-01-22,2022-04-22,90
AL-AHX-00001,석유화학제품,염화비닐 수지,일반용 P-100,Ton," 2,798,000 ",2022,2022-10-23,16," 44,768,000 ",2022-10-01,2022-12-23,83
AL-AFJ-00001,석유화학제품,HDPE,사출용,Ton," 1,820,000 ",2022,2022-03-19,19," 34,580,000 ",2022-03-04,2022-04-07,34
AL-AFQ-00001,석유화학제품,PE필름,0.03㎜×90㎝×183ｍ,R/L," 35,870 ",2022,2022-11-23,50," 1,793,500 ",2022-11-12,2023-02-19,99
AL-AFR-00001,석유화학제품,PP필름,0.03㎜×10㎝×457ｍ,R/L," 9,530 ",2022,2022-07-24,35," 333,550 ",2022-07-02,2022-12-21,172
AL-AFS-00001,석유화학제품,천연고무,RSS #3,kg," 3,200 ",2022,2022-03-17,20," 64,000 ",2022-02-18,2022-06-10,112
AL-AFT-00001,석유화학제품,SBR,#1502,Ton," 3,400,000 ",2022,2022-07-02,19," 64,600,000 ",2022-06-15,2022-08-15,61
AL-AFU-00001,석유화학제품,LATEX,KSL203 in drum,Ton," 3,080,000 ",2022,2022-01-20,49," 150,920,000 ",2021-12-28,2022-05-26,149
AL-AFV-00001,석유화학제품,아크릴판,"10T, 3×6,  900㎜×1800㎜",매," 226,000 ",2022,2022-12-19,32," 7,232,000 ",2022-11-28,2023-02-08,72
AL-AFW-00001,석유화학제품,아크릴파이프,100Ø 8×1000㎜,EA," 113,300 ",2022,2022-03-23,22," 2,492,600 ",2022-03-01,2022-07-26,147
AL-AFX-00001,석유화학제품,PE판,"10T, 1200㎜×2400㎜",매," 189,200 ",2022,2022-09-04,44," 8,324,800 ",2022-09-01,2022-10-28,57
AM-AFY-00001,"가스,화공약품",염산,35% 공업용 25kg,통," 25,000 ",2022,2022-06-24,8," 200,000 ",2022-05-29,2022-11-08,163
AM-AFZ-00001,"가스,화공약품",질산,68% 공업용 25kg,통," 37,400 ",2022,2022-11-23,5," 187,000 ",2022-11-15,2023-05-14,180
AM-AGA-00001,"가스,화공약품",인산,85% 공업용 35kg,통," 227,700 ",2022,2022-08-17,17," 3,870,900 ",2022-07-26,2022-08-22,27
AM-AGB-00001,"가스,화공약품",황산,98%공업용 25kg,통," 29,700 ",2022,2022-11-10,9," 267,300 ",2022-11-01,2022-12-18,47
AM-AGC-00001,"가스,화공약품",가성소다,98% 고체 25kg,포," 57,200 ",2022,2022-05-16,46," 2,631,200 ",2022-04-27,2022-05-17,20
AM-AGD-00001,"가스,화공약품",소다회,"99%,중회(공업용) 25kg",포," 45,100 ",2022,2022-01-10,37," 1,668,700 ",2021-12-22,2022-02-21,61
AM-AGE-00001,"가스,화공약품",염화칼슘,74% 공업용 25kg,포," 27,500 ",2022,2022-01-13,8," 220,000 ",2021-12-21,2022-01-08,18
AM-AGF-00001,"가스,화공약품",암모니아수,"25%,18kg",통," 34,760 ",2022,2022-09-08,2," 69,520 ",2022-08-22,2022-11-04,74
AM-AGG-00001,"가스,화공약품",과산화수소,"35% 액상, 20kg",통," 55,000 ",2022,2022-09-09,39," 2,145,000 ",2022-08-10,2022-09-06,27
AM-AGH-00001,"가스,화공약품",산화크롬,98.5% 25kg,포," 718,300 ",2022,2022-08-05,25," 17,957,500 ",2022-07-23,2023-01-12,173
AM-AGI-00001,"가스,화공약품",산소,"99.99%액체가스,탱크로리 (1.14kg/ℓ)",ℓ, 520 ,2022,2022-04-13,35," 18,200 ",2022-03-25,2022-09-21,180
AM-AGJ-00001,"가스,화공약품",질소,"99.99%액체가스,탱크로리 (0.808kg/ℓ)",ℓ, 520 ,2022,2022-05-15,30," 15,600 ",2022-05-14,2022-05-26,12
AM-AGK-00001,"가스,화공약품",수소,"압축가스,99.9% 40L",병," 13,300 ",2022,2022-10-19,50," 665,000 ",2022-10-13,2023-02-24,134
AM-AGL-00001,"가스,화공약품",아세틸렌,98% 용접용 (1kg=853ℓ),kg," 22,200 ",2022,2022-09-27,39," 865,800 ",2022-09-02,2023-02-08,159
AN-AGM-00001,섬유제품,면솜,상품 3.75kg (목화솜),kg," 18,100 ",2022,2022-02-02,32," 579,200 ",2022-01-22,2022-04-20,88
AN-AGN-00001,섬유제품,화학솜,중품 3.75kg(열처리됨),kg," 9,400 ",2022,2022-10-23,33," 310,200 ",2022-09-25,2022-12-14,80
AN-AGO-00001,섬유제품,혼방면사,"30번수단사 (코마) 60/40, 181.44kg",kg," 4,900 ",2022,2022-10-04,25," 122,500 ",2022-09-17,2022-11-27,71
AN-AGP-00001,섬유제품,폴리에스테르F사,75D/36수 SD                                              ,kg," 2,330 ",2022,2022-07-23,46," 107,180 ",2022-07-21,2022-08-10,20
AN-AGQ-00001,섬유제품,아세테이트사,75D                                                                        ,kg," 7,070 ",2022,2022-01-02,4," 28,280 ",2021-12-08,2022-05-25,168
AN-AGR-00001,섬유제품,폴리에스테르DTY,150 D/SD A급                                                        ,kg," 2,330 ",2022,2022-07-07,17," 39,610 ",2022-06-26,2022-11-23,150
AN-AHQ-00001,섬유제품,아크릴사,32번수 단사 아크릴,kg," 6,559 ",2022,2022-11-04,30," 196,770 ",2022-10-27,2023-01-07,72
AO-AGT-00001,용지,중질지,70g/㎡4×6판                                         ,연," 46,220 ",2022,2022-01-04,10," 462,200 ",2021-12-31,2022-06-04,155
AO-AGU-00001,용지,백상지,70g/㎡4×6판                             ,연," 60,220 ",2022,2022-08-09,17," 1,023,740 ",2022-08-02,2022-12-11,131
AO-AGV-00001,용지,아트지,100g/㎡4×6판(양면)                 ,연," 82,200 ",2022,2022-05-01,47," 3,863,400 ",2022-04-27,2022-07-24,88
AO-AGW-00001,용지,박엽지,평량25g(식품포장용),Ton," 2,640,000 ",2022,2022-09-08,49," 129,360,000 ",2022-08-15,2022-10-01,47
AO-AGX-00001,용지,종이컵지,평량230g,Ton," 1,365,000 ",2022,2022-06-12,12," 16,380,000 ",2022-05-21,2022-10-27,159
AO-AGY-00001,용지,마니라판지,비코팅 200g/㎡4×6판             ,연," 131,840 ",2022,2022-05-22,37," 4,878,080 ",2022-05-22,2022-09-12,113
AO-AGZ-00001,용지,백크라프트지,75∼120g/㎡                             ,Ton," 2,346,000 ",2022,2022-12-24,33," 77,418,000 ",2022-11-30,2023-02-02,64
AO-AHA-00001,용지,골판지원지,KA180g/㎡                                ,Ton," 788,000 ",2022,2022-08-19,22," 17,336,000 ",2022-08-11,2022-12-24,135
AO-AHB-00001,용지,알루미늄박지,(7∼15μ)×100㎜                         ,kg," 6,500 ",2022,2022-09-24,6," 39,000 ",2022-09-14,2022-11-26,73
AO-AHC-00001,용지,전산지,백색평량70g/㎡                         ,Ton," 1,684,620 ",2022,2022-03-19,37," 62,330,940 ",2022-03-15,2022-06-14,91
AP-AHD-00001,사무용품,컴퓨터본체,DM500S9Z-AD7BA,대," 980,000 ",2022,2022-06-21,41," 40,180,000 ",2022-05-28,2022-08-21,85
AP-AHE-00001,사무용품,컬러레이져프린터,CLP-360                                                             ,대," 133,000 ",2022,2022-11-22,18," 2,394,000 ",2022-11-19,2023-02-19,92
AP-AHF-00001,사무용품,CD-R,LG 700MB 52X 50장 케익,EA," 15,000 ",2022,2022-07-22,33," 495,000 ",2022-06-24,2022-07-16,22
AP-AHG-00001,사무용품,팩시밀리,FAX L150,대," 277,000 ",2022,2022-07-23,9," 2,493,000 ",2022-07-09,2022-10-29,112
AP-AHH-00001,사무용품,L형 데스크,SD316R 1600×1200×720mm,EA," 446,000 ",2022,2022-03-13,7," 3,122,000 ",2022-02-12,2022-05-06,83
AP-AHI-00001,사무용품,회전의자(가죽),CH3100 685×665×1200~1270mm                           ,EA," 1,371,000 ",2022,2022-02-22,11," 15,081,000 ",2022-02-02,2022-07-14,162
AA-AAA-00001,철강재,원형봉강,SS275 16MM,kg," 1,020 ",2023,2023-12-15,43," 43,860 ",2023-11-17,2024-02-10,85
AA-AAC-00001,철강재,고장력철근,D10mm(하이바),M/T," 890,000 ",2023,2023-07-12,39," 34,710,000 ",2023-06-26,2023-08-10,45
AA-AHR-00001,철강재,초고장력철근,SD500 D10㎜,M/T," 930,000 ",2023,2023-10-05,4," 3,720,000 ",2023-10-01,2024-01-03,94
AA-AAD-00001,철강재,등변ㄱ형강(소형),65*65*6mm,kg," 1,020 ",2023,2023-10-19,17," 17,340 ",2023-10-12,2023-10-15,3
AA-AAE-00001,철강재,ㄷ형강,100*50*5mm,kg," 1,020 ",2023,2023-10-19,43," 43,860 ",2023-10-06,2024-03-13,159
AA-AAF-00001,철강재,4각강,12mm,kg," 1,020 ",2023,2023-04-24,22," 22,440 ",2023-04-14,2023-10-02,171
AA-AHY-00001,철강재,평강(평철),4.5t*50mm,kg," 1,020 ",2023,2023-04-01,11," 11,220 ",2023-03-03,2023-03-17,14
AA-AAH-00001,철강재,구조용H형강,"100*100*6*8mm(압연,중형)",M/T," 1,240,000 ",2023,2023-11-10,38," 47,120,000 ",2023-10-26,2023-10-29,3
AA-AAI-00001,철강재,열연박판,SS41 1.4≤T≤1.6mm(3'*6'),kg, 900 ,2023,2023-01-21,2," 1,800 ",2022-12-28,2023-06-21,175
AA-AAJ-00001,철강재,열연후판,SS41 12.0≤T≤20.0mm(8'*20'),kg," 1,110 ",2023,2023-07-14,48," 53,280 ",2023-07-05,2023-08-18,44
AA-AAK-00001,철강재,냉연강판,CR(SCP1) 1.0≤T≤1.75mm,kg," 1,050 ",2023,2023-02-25,46," 48,300 ",2023-02-08,2023-03-24,44
AA-AAL-00001,철강재,전기아연도강판,0.35≤T<0.4mm(3'*6'),매," 6,310 ",2023,2023-11-14,43," 271,330 ",2023-11-03,2023-11-26,23
AA-AAM-00001,철강재,아연도강판,T≤0.2mm(3'*6'),매," 4,170 ",2023,2023-03-28,30," 125,100 ",2023-02-28,2023-04-13,44
AA-AAN-00001,철강재,석도강판,0.25*5.6/5.6(50*50),M/T," 2,441,000 ",2023,2023-06-09,7," 17,087,000 ",2023-05-10,2023-10-27,170
AA-AHZ-00001,철강재,구조용강관,76.3*32.mm,m," 7,960 ",2023,2023-01-15,44," 350,240 ",2023-01-13,2023-01-25,12
AA-AAP-00001,철강재,보통철선,#10 3.2mm,kg," 1,390 ",2023,2023-12-07,30," 41,700 ",2023-11-09,2024-04-02,145
AA-AAQ-00001,철강재,소철선(어닐링),#6 4.0mm,kg," 1,460 ",2023,2023-03-08,2," 2,920 ",2023-02-07,2023-05-03,85
AA-AAR-00001,철강재,아연도철선,1종 #8 4.0mm,kg," 1,710 ",2023,2023-02-20,0, - ,2023-01-21,2023-06-05,135
AA-AAS-00001,철강재,경강선,선경 1.0~1.19mm,kg," 2,760 ",2023,2023-09-06,24," 66,240 ",2023-08-25,2024-02-02,161
AA-AAT-00001,철강재,PC강선2종,단선12.7mm 단중0.785/m,kg," 2,010 ",2023,2023-10-15,47," 94,470 ",2023-09-17,2024-01-12,117
AA-AAU-00001,철강재,와이어로프,6*24(도금) 마심10mm,m," 1,350 ",2023,2023-03-11,40," 54,000 ",2023-02-22,2023-08-03,162
AA-AAV-00001,철강재,철못,N25 25KG(일반용),Box," 40,460 ",2023,2023-04-11,8," 323,680 ",2023-03-17,2023-04-19,33
AA-AAW-00001,철강재,육각볼트,M6*20mm,EA, 24 ,2023,2023-06-14,42," 1,008 ",2023-06-01,2023-06-27,26
AB-AIA-00001,특수강재,스테인리스판,STS304 2.0mm,M/T," 3,500,000 ",2023,2023-08-05,8," 28,000,000 ",2023-07-30,2023-08-29,30
AB-AIB-00001,특수강재,스테인리스선,0.3mm(스프링용),kg," 9,550 ",2023,2023-02-04,26," 248,300 ",2023-01-23,2023-03-19,55
AB-AAZ-00001,특수강재,구조용스테인리스관(원형),STS304 12.7*1.0mm*0.291kg/m,m," 3,000 ",2023,2023-06-01,6," 18,000 ",2023-05-20,2023-07-14,55
AB-AIC-00001,특수강재,회주철품,GC-200,kg," 3,750 ",2023,2023-08-28,19," 71,250 ",2023-07-29,2023-09-28,61
AB-ABB-00001,특수강재,기계구조용탄소강,SMxxC Ø25~250,kg," 1,960 ",2023,2023-08-16,4," 7,840 ",2023-07-28,2023-11-25,120
AC-ABC-00001,비철제품,동판(1종),0.5*400*1200mm(KSD5201),kg," 14,910 ",2023,2023-07-16,43," 641,130 ",2023-06-29,2023-07-19,20
AC-ABD-00001,비철제품,동봉,"두께6.1~10mm, 길이2~3mm",kg," 16,390 ",2023,2023-11-22,41," 671,990 ",2023-11-22,2023-11-29,7
AC-ABE-00001,비철제품,동선,7.0~12.9mm(경질AA급),kg," 15,700 ",2023,2023-09-01,17," 266,900 ",2023-08-20,2023-10-27,68
AC-ABF-00001,비철제품,황동판(2종),0.5*400*1200mm,kg," 11,590 ",2023,2023-01-02,50," 579,500 ",2022-12-07,2023-03-07,90
AC-ABG-00001,비철제품,전기동,99.99% 이상,Ton," 12,460,000 ",2023,2023-07-21,6," 74,760,000 ",2023-07-10,2023-08-27,48
AC-ABH-00001,비철제품,알루미늄괴,V-INGOT(수입),Ton," 3,826,000 ",2023,2023-03-12,41," 156,866,000 ",2023-02-24,2023-06-24,120
AC-ABI-00001,비철제품,니켈,99.9%이상,kg," 25,500 ",2023,2023-10-28,0, - ,2023-10-15,2024-01-31,108
AC-ABJ-00001,비철제품,카드뮴,99.9%이상(합금용),kg," 4,500 ",2023,2023-08-22,38," 171,000 ",2023-08-04,2023-09-30,57
AC-ABK-00001,비철제품,전기아연,99.995%(SHG),Ton," 4,067,000 ",2023,2023-05-06,33," 134,211,000 ",2023-05-01,2023-09-25,147
AC-ABL-00001,비철제품,전기연,99.99%이상,Ton," 3,392,000 ",2023,2023-01-08,17," 57,664,000 ",2022-12-20,2023-04-26,127
AC-ABM-00001,비철제품,주석(석괴),99.99%이상,kg," 34,000 ",2023,2023-12-02,40," 1,360,000 ",2023-11-19,2024-05-17,180
AC-ABN-00001,비철제품,망간,99.98%이상,kg," 2,850 ",2023,2023-11-01,32," 91,200 ",2023-10-06,2023-12-25,80
AC-ABO-00001,비철제품,연판,1*909*1818mm,매," 80,850 ",2023,2023-09-01,16," 1,293,600 ",2023-08-09,2024-01-21,165
AC-AID-00001,비철제품,봉땜납,Sn50%,kg," 34,000 ",2023,2023-11-13,44," 1,496,000 ",2023-10-22,2024-04-09,170
AC-ABQ-00001,비철제품,알루미늄판,0.4*400*1200mm(A1050),kg," 5,190 ",2023,2023-06-10,47," 243,930 ",2023-06-01,2023-08-04,64
AC-ABR-00001,비철제품,알루미늄관,22*1.0mm  3m,본," 3,630 ",2023,2023-06-08,10," 36,300 ",2023-05-22,2023-09-02,103
AD-ABS-00001,골재 및 목재,모래,"강모래, 시내도착도 (서울)",㎥," 38,000 ",2023,2023-06-14,11," 418,000 ",2023-05-21,2023-10-22,154
AD-ABT-00001,골재 및 목재,자연자갈,#57  25mm 시내도착도 (서울),㎥," 30,000 ",2023,2023-06-16,7," 210,000 ",2023-05-21,2023-07-17,57
AD-ABU-00001,골재 및 목재,쇄석자갈,#467  40mm  시내도착도 (서울),㎥," 30,000 ",2023,2023-05-24,2," 60,000 ",2023-05-21,2023-10-26,158
AD-ABV-00001,골재 및 목재,시멘트(보통),40Kg(포장품) (서울),포," 7,400 ",2023,2023-11-19,21," 155,400 ",2023-11-07,2024-02-24,109
AD-ABW-00001,골재 및 목재,백시멘트,40Kg/Net (서울),포," 16,000 ",2023,2023-08-06,41," 656,000 ",2023-08-01,2023-12-19,140
AD-ABX-00001,골재 및 목재,타일시멘트,"줄눈용백색. ISO인증, KS인증 25Kg",포," 7,500 ",2023,2023-04-14,42," 315,000 ",2023-04-13,2023-07-03,81
AD-ABY-00001,골재 및 목재,레미콘,25mm 18Mpa*8㎝,㎥," 91,086 ",2023,2023-07-08,36," 3,279,096 ",2023-06-09,2023-06-22,13
AD-ABZ-00001,골재 및 목재,미송각재,30*30*3600㎜,재," 2,700 ",2023,2023-07-10,6," 16,200 ",2023-06-30,2023-07-24,24
AD-ACA-00001,골재 및 목재,외송각재,30*30*3600㎜,재," 2,400 ",2023,2023-08-03,31," 74,400 ",2023-07-22,2024-01-14,176
AD-ACB-00001,골재 및 목재,나왕각재,45*90*3600㎜,재," 6,500 ",2023,2023-04-23,25," 162,500 ",2023-03-24,2023-06-26,94
AD-ACC-00001,골재 및 목재,미송판재,30*300*3600㎜,재," 3,000 ",2023,2023-01-18,21," 63,000 ",2023-01-12,2023-01-18,6
AD-ACD-00001,골재 및 목재,외송판재,30*300*3600㎜,재," 2,700 ",2023,2023-12-18,33," 89,100 ",2023-12-03,2024-01-24,52
AD-ACE-00001,골재 및 목재,나왕판재,30*300*3600㎜(상품),재," 7,000 ",2023,2023-08-17,32," 224,000 ",2023-07-31,2023-12-13,135
AG-AIR-00001,배관설비재,배관용탄소강관(흑관),20mm 반제품KS(흑관),m," 2,230 ",2023,2023-03-10,2," 4,460 ",2023-02-27,2023-07-06,129
AG-AIS-00001,배관설비재,배관용탄소강관(백관),20mm 반제품 KS,m," 2,970 ",2023,2023-06-27,24," 71,280 ",2023-06-18,2023-07-03,15
AG-ADQ-00001,배관설비재,공업배관용스테인리스관,STS 304 21.7*2.0mm 15A,m," 6,490 ",2023,2023-07-26,45," 292,050 ",2023-07-16,2023-11-27,134
AG-AIT-00001,배관설비재,폴리부틸렌파이프(PB),"급수,급탕관(직관,롤관) 15mm",m, 960 ,2023,2023-11-05,44," 42,240 ",2023-10-11,2024-01-17,98
AG-ADS-00001,배관설비재,PVC파이프,수도용직관 20mmx4m,본," 4,040 ",2023,2023-02-28,29," 117,160 ",2023-02-06,2023-03-26,48
AG-ADT-00001,배관설비재,동파이프,L-TYPE  15A   15.88mm,m," 6,560 ",2023,2023-01-23,16," 104,960 ",2023-01-10,2023-01-23,13
AG-AIU-00001,배관설비재,수도용 폴리에틸렌관,"SDR11, PE80, 무공관 20mm",m, 800 ,2023,2023-01-26,26," 20,800 ",2023-01-14,2023-03-27,72
AG-ADV-00001,배관설비재,가스관,PLP- 가스관 150A,m," 53,590 ",2023,2023-01-17,4," 214,360 ",2022-12-27,2023-05-02,126
AG-ADW-00001,배관설비재,가단주철제관이음쇠(흑관),나사식소켓 15mm 1/2inch,EA, 760 ,2023,2023-04-26,33," 25,080 ",2023-04-21,2023-08-29,130
AG-AIV-00001,배관설비재,동관이음쇠(90도 엘보 KSD5578),65mm   외경 66.68mm,EA," 25,830 ",2023,2023-04-23,6," 154,980 ",2023-03-29,2023-07-19,112
AS-AHM-00001,배관설비재,가스온풍기,RHF-1004F,대," 1,105,000 ",2023,2023-05-21,29," 32,045,000 ",2023-04-22,2023-09-12,143
AH-ADY-00001,배관설비재,청동제밸브,"게이트 15mm 1/2"" 5kg/㎠",EA," 11,310 ",2023,2023-07-18,19," 214,890 ",2023-06-24,2023-07-31,37
AH-ADZ-00001,배관설비재,주철제밸브,"게이트 80mm 3"" 10kg/㎠",EA," 128,950 ",2023,2023-03-11,27," 3,481,650 ",2023-03-05,2023-06-02,89
AQ-AHJ-00001,배관설비재,대변기,서양식탱크일체형사이펀변기(하이형)2020C,조," 230,000 ",2023,2023-03-10,50," 11,500,000 ",2023-02-28,2023-03-10,10
AR-AHK-00001,배관설비재,가스보일러,S-LINE 와인콘덴싱 16000kcal/h  대성쎌틱에너시스 ,대," 600,000 ",2023,2023-10-05,46," 27,600,000 ",2023-09-11,2023-11-04,54
AR-AHL-00001,배관설비재,기름보일러,"일반 철재 디럭스(소형), 13000kacl/h, 귀뚜라미",대," 499,400 ",2023,2023-12-21,12," 5,992,800 ",2023-12-11,2024-02-29,80
AS-AHN-00001,배관설비재,시스템에어컨디셔너,실외기 수냉식 Multi  V  18HP,대," 13,455,000 ",2023,2023-03-28,7," 94,185,000 ",2023-02-26,2023-08-20,175
AI-AEB-00001,배관설비재,미네랄울파이프카바,"40mm,1 1/2″, 40T",m," 5,220 ",2023,2023-11-08,33," 172,260 ",2023-10-25,2023-11-03,9
AG-AJE-00001,배관설비재,주강제 밸브,게이트 80mm 10kg/cm2,EA," 475,640 ",2023,2023-10-23,13," 6,183,320 ",2023-09-25,2023-12-12,78
AJ-AEC-00001,전기통신,HIV전선,단선2.5SQ(1.78mm),m, 337 ,2023,2023-05-14,33," 11,121 ",2023-04-26,2023-07-07,72
AJ-AED-00001,전기통신,OW전선,연선 14㎟,m," 2,300 ",2023,2023-10-20,49," 112,700 ",2023-10-17,2024-01-29,104
